LONGITUDE,LATITUDE,Painted,SIGNNAME,BOROUGH,FountainCo,TYPE,DESCRIPTION,FEATURESTA
-74.01672623,40.71577289,no,Battery Park City,M,1,O,ther In Playground,Active
-73.95172231,40.82010736,yes,Jacob H. Schiff Playground,M,1,A, Near Ballfield Just Outside Playground,Active
-73.93217781,40.77213743,no,Two Coves Community Garden,Q,1,C, Out in Open,Active
-73.99777228,40.69570507,,Brooklyn Heights Promenade,B,1,E,Wheelchair,Active
-73.90863508,40.74625379,yes,Doughboy Plaza,Q,1,C, Under Tree In Shade Out in Open,Active
-73.89798819,40.81845734,no,Rainey Park,X,1,D, Near Ballfield,Active
-73.9841063,40.57285211,no,Steeplechase Park,B,1,E,Wheelchair Out in Open,Active
-73.89584691,40.7429464,no,Winfield Plaza,Q,1,C, Under Tree Out in Open,Active
-73.93031108,40.86384936,no,Fort Tryon Park,M,1,O,ther Under Tree,Active
-73.97309388,40.7228377,yes,John V. Lindsay East River Park,M,1,A, Under Tree Near Ballfield,Active
-73.97289729,40.72419105,yes,John V. Lindsay East River Park,M,1,A, In Playground Under Tree,Active
-74.0019846,40.68043062,yes,Dimattina Playground,B,1,E,Wheelchair In Playground,Active
-73.82391424,40.87600898,no,Co-op City Field,X,1,A, Under Tree Near Ballfield,Active
-73.90330231,40.83580403,no,Gouverneur Playground,X,1,C, Out in Open Just Outside Playground,Active
-73.89470878,40.8364411,no,Crotona Park,X,1,C, Out in Open,Active
-74.09561684,40.63116112,yes,Silver Lake Park,R,1,A, Out in Open,Active
-73.98254325,40.72664188,yes,Tompkins Square Park,M,2,E,High Low Under Tree In Playground,Active
-73.93943857,40.6865903,yes,Raymond Bush Playground,B,1,C,S Concrete In Playground,Active
-73.91697913,40.8857647,yes,Seton Park,X,1,A, Out in Open Under Tree,Active
-73.99914846,40.57180533,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open Under Tree,Active
-74.00112913,40.572137,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.87904057,40.89590109,yes,Van Cortlandt Park,X,1,D, Out in Open,Active
-74.02088681,40.65162783,yes,Bush Terminal Park,B,1,E,Wheelchair Near Ballfield,Active
-73.98742141,40.74261184,yes,Madison Square Park,M,2,E,Wheelchair Child Under Tree In Playground,Active
-73.72850288,40.72608306,no,Breininger Park,Q,1,A, In Playground,Active
-73.92325608,40.703863,yes,Maria Hernandez Park,B,1,E,Wheelchair Dog Out in Open,Active
-74.00314083,40.67951543,no,Dimattina Playground,B,1,E,Wheelchair Dog Out in Open,Active
-73.78629158,40.87033878,yes,Pelham Bay Park,X,1,A, Out in Open,Active
-73.91067313,40.86320516,no,Fordham Landing Playground,X,1,D, Near Ballfield Out in Open,Active
-73.83855414,40.74634684,yes,Flushing Meadows Corona Park,Q,1,A, Out in Open,Active
-73.78617672,40.68456532,no,Baisley Pond Park,Q,1,A, Just Outside Playground,Active
-73.90210121,40.84946229,no,Richman Echo Park,X,1,C,S Metal In Playground Under Tree,Active
-74.25280123,40.50270705,no,Conference House Park,R,1,E,Wheelchair Out in Open,Active
-73.93684365,40.60849265,no,Marine Park,B,1,C, Just Outside Playground,Active
-73.89050388,40.8851001,,Van Cortlandt Park,X,1,C, In Shade,Active
-73.95750075,40.60450814,yes,Kelly Park,B,1,A, Out in Open,Active
-73.81144055,40.74719466,no,Kissena Park,Q,1,A, Near Ballfield,Active
-73.90252858,40.74034173,no,Big Bush Park,Q,1,A, Under Tree Just Outside Playground,Active
-73.98007225,40.63803837,yes,Dome Playground,B,1,A, Out in Open,Active
-74.00694262,40.70355945,no,East River Waterfront Esplanade,M,1,O,ther In Shade,Active
-73.95235766,40.82105857,yes,Jacob H. Schiff Playground,M,1,C, Near Ballfield,Active
-73.99014808,40.70406568,,Brooklyn Bridge Park,B,1,B,ottle Filler Fountain,Active
-73.92590946,40.68771092,no,P.O. Reinaldo Salgado Playground,B,1,C, Near Ballfield,Active
-73.86787035,40.70259397,no,Forest Park,Q,1,E,Wheelchair In Playground,Active
-73.89177623,40.8749778,no,Harris Park,X,1,D, Near Ballfield Out in Open,Active
-73.82163883,40.71234632,no,Hoover - Manton Playgrounds,Q,1,A, In Playground,Active
-73.89861936,40.82269629,no,Stebbins Playground,X,1,C, In Playground,Active
-73.85475596,40.74762978,no,Corona Golf Playground,Q,1,C, Just Outside Playground,Active
-74.01601303,40.70348904,yes,The Battery,M,1,E,Wheelchair Dog Under Tree,Active
-73.92514584,40.80773507,no,Lozada Playground,X,1,C, Out in Open,Active
-73.90706942,40.66717189,yes,Dr. Green Playground,B,1,A, Near Ballfield,Active
-73.85682431,40.80955016,no,Harding Park,X,1,C, In Playground,Active
-73.91124847,40.8090841,no,St. Mary's Park,X,1,A, Out in Open Near Ballfield,Active
-73.9535603,40.58278345,yes,Holocaust Memorial Park,B,1,E,Wheelchair Out in Open,Active
-73.89822052,40.85713136,yes,Slattery Playground,X,1,D, Under Tree In Playground,Active
-73.78773455,40.67418187,no,Baisley Pond Park,Q,1,C, Under Tree,Active
-73.99266665,40.59520569,yes,Bath Playground,B,1,D, Out in Open Under Tree,Active
-73.93621849,40.76787107,no,Socrates Sculpture Park,Q,1,D, Out in Open,Active
-73.86152389,40.84686681,no,Matthews Muliner Playground,X,1,C, Under Tree,Active
-73.9819406,40.78719674,no,Riverside Park,M,1,C, In Playground Under Tree,Active
-73.87461232,40.75640756,no,Northern Playground,Q,1,A, Under Tree Just Outside Playground,Active
-73.97646199,40.6610602,yes,Prospect Park,B,2,E,High Low Out in Open Near Ballfield,Active
-73.97288571,40.65515319,no,Prospect Park,B,2,E,Wheelchair Child Out in Open,Active
-73.88168054,40.81753467,no,Hunts Point Riverside Park,X,1,C, Out in Open,Active
-73.96963279,40.80671148,no,Riverside Park,M,1,A, Out in Open Under Tree,Active
-73.84716867,40.72620244,no,Yellowstone Park,Q,1,A, Under Tree,Active
-73.99257813,40.76302564,yes,Hell's Kitchen Park,M,1,O,ther Under Tree Near Ballfield Just Outside Playground,Active
-73.95825114,40.80630405,no,Morningside Park,M,1,C, In Playground,Active
-73.93759948,40.61999026,yes,Sarsfield Playground,B,1,C,S Concrete Under Tree Out in Open In Playground,Active
-73.88317071,40.71982635,no,Juniper Valley Park,Q,1,E,Wheelchair Out in Open,Active
-74.11356966,40.61403849,no,Clove Lakes Park,R,1,A, Near Ballfield,Active
-73.78610054,40.77319359,no,Bayside Fields,Q,1,E,Wheelchair Near Ballfield,Active
-73.93913919,40.81727529,yes,Fred Samuel Playground,M,1,C, Under Tree In Playground Near Ballfield,Active
-73.91727504,40.69718851,yes,Hope Ballfield,B,1,C, Under Tree In Shade Out in Open Near Ballfield,Active
-73.89399773,40.65368277,yes,Breukelen Ballfields,B,1,D, Out in Open In Playground,Active
-73.96902337,40.61001803,no,Colonel David Marcus Playground,B,1,C, Under Tree In Playground Out in Open,Active
-73.83367418,40.74839754,no,Flushing Meadows Corona Park,Q,1,A, In Playground,Active
-73.86193619,40.76551492,yes,Grand Central Parkway Extension,Q,1,B, Under Tree,Active
-73.82255881,40.58132521,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-74.01792467,40.62589158,no,McKinley Park,B,1,A, Near Ballfield,Active
-73.70959864,40.74488173,no,Playground Eighty LXXX,Q,1,C,S Metal In Playground,Active
-73.99371788,40.7172239,,Sara D. Roosevelt Park,M,1,F, In Playground,Active
-73.82440503,40.8483302,yes,Pelham Bay Park,X,1,A, Near Ballfield,Active
-73.93748275,40.71616227,no,Cooper Park,B,1,C, In Playground,Active
-73.8555342,40.67369568,no,Tudor Park,Q,1,D, Near Ballfield,Active
-73.88526278,40.82428642,no,Concrete Plant Park,X,1,A, Out in Open,Active
-74.18984911,40.51668471,yes,Wolfe's Pond Park,R,1,A, Out in Open,Active
-73.88042011,40.86855988,yes,Mosholu Parkway,X,1,A, Near Ballfield,Active
-73.83518761,40.85219652,no,Colucci Playground,X,1,A, Under Tree In Playground,Active
-73.89069948,40.88542354,yes,Van Cortlandt Park,X,1,A, Under Tree In Playground,Active
-73.8435389,40.65725483,no,Walter Ward Playground,Q,1,C, Under Tree,Active
-73.90925467,40.85034045,no,Mount Hope Playground,X,1,D, Under Tree,Active
-73.77090992,40.75725209,no,Marie Curie Park,Q,1,C, In Playground,Active
-73.90716315,40.68141192,no,Thomas Boyland Park,B,2,B,ottle Filler High Low Out in Open,Active
-73.97271411,40.61868152,,Friends Field,B,1,C, In Playground Out in Open Near Ballfield,Active
-73.88493675,40.83559354,no,Rock Garden Park,X,1,C, Out in Open Just Outside Playground,Active
-73.94646281,40.84776121,yes,Fort Washington Park,M,1,A, In Playground,Active
-74.10562926,40.6165077,yes,Clove Lakes Park,R,1,A, Near Ballfield,Active
-73.90621858,40.72785174,no,Frank Principe Park,Q,1,A, Near Ballfield,Active
-73.96583596,40.78940347,yes,Central Park,M,1,E,Wheelchair Out in Open,Active
-73.89975202,40.75884257,,St. Michael's Playground,Q,1,C, Near Ballfield,Active
-73.89747949,40.89060904,no,Van Cortlandt Park,X,1,T,rough Out in Open,Active
-73.87168135,40.73293957,,Hoffman Park,Q,1,D, Under Tree Out in Open Near Ballfield,Active
-73.74463703,40.74790938,yes,Alley Park,Q,1,A, Out in Open,Active
-73.96817437,40.78410008,yes,Central Park,M,1,E,Wheelchair Just Outside Playground Under Tree In Shade,Active
-73.94400803,40.68202778,yes,Potomac Playground,B,1,C, In Playground Under Tree,Active
-73.92011112,40.63663303,yes,Glenwood Playground,B,1,C,S Concrete Under Tree Out in Open Just Outside Playground,Active
-73.92398708,40.63258284,no,Fox Playground,B,1,D, Under Tree Out in Open Just Outside Playground,Active
-73.82033603,40.72325661,no,Freedom Square Playground,Q,1,E,Wheelchair In Playground,Active
-73.97356846,40.66124043,no,Prospect Park,B,1,B, Near Ballfield Out in Open,Active
-73.76495863,40.73868173,no,Cunningham Park,Q,1,D, Near Ballfield,Active
-73.82407781,40.8756883,,Co-op City Field,X,1,A, Near Ballfield,Active
-73.84957094,40.74119586,no,Flushing Meadows Corona Park,Q,1,D, In Playground,Active
-73.99501145,40.57842682,no,Kaiser Park,B,1,A, Out in Open Just Outside Playground,Active
-73.90460469,40.70443924,no,Rosemary's Playground,Q,1,A, In Playground,Active
-73.75964088,40.75385594,no,Oakland Gardens,Q,1,A, Under Tree,Active
-73.79645974,40.78379208,no,Willets Point Playground,Q,1,D, Under Tree Just Outside Playground,Active
-73.93276431,40.80166234,no,Wagner Houses Pool,M,1,A, Under Tree In Playground Near Ballfield,Active
-73.95154407,40.79744028,no,Central Park,M,2,O,ther In Playground,Active
-73.91085602,40.68621833,yes,Evergreen Playground,B,1,C, Out in Open,Active
-73.83911345,40.81176638,no,Ferry Point Park,X,1,C, Out in Open,Active
-73.94602438,40.57700176,yes,Manhattan Beach Park,B,2,B,ottle Filler High Low In Playground,Active
-73.75806555,40.71302491,no,Haggerty Park,Q,1,A, Under Tree Just Outside Playground,Active
-74.01622877,40.70767377,yes,Battery Park City Parks,M,1,O,ther Out in Open In Shade,Active
-74.01568481,40.70178263,yes,The Battery,M,1,E,Wheelchair Under Tree,Active
-73.91232839,40.66258258,yes,Betsy Head Park,B,1,A, Out in Open,Active
-73.93937579,40.70161119,,Bushwick Playground,B,1,O,ther Under Tree In Shade Just Outside Playground,Active
-73.74857077,40.59452684,no,Beach 17 Playground,Q,1,D, Out in Open,Active
-74.16033295,40.63660366,yes,Mariners Harbor Playground,R,1,A, Out in Open,Active
-73.92788015,40.82829237,no,Macombs Dam Park,X,1,T,rough Out in Open,Active
-73.9707753,40.76779035,no,Central Park,M,1,B, Under Tree In Shade Out in Open,Active
-73.78651981,40.8466062,yes,Hawkins Park,X,1,C, Under Tree,Active
-73.99084043,40.58756561,no,Calvert Vaux Park,B,1,E, In Shade Under Tree In Playground,Active
-73.95933696,40.57505401,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.8060765,40.73134656,no,Emerald Playground,Q,1,A, Just Outside Playground,Active
-73.84512486,40.88402915,yes,Edenwald Playground,X,1,D, In Playground,Active
-73.79303099,40.86887276,no,Pelham Bay Park,X,1,D, Out in Open,Active
-73.83672889,40.71520721,no,Ehrenreich-Austin Playground,Q,1,C, Out in Open Just Outside Playground,Active
-74.11858345,40.62837841,no,Prall Playground,R,1,C, Near Ballfield,Active
-73.92812021,40.86584645,no,Lt. Wm. Tighe Triangle,M,1,C, Under Tree,Active
-73.98792777,40.71259544,no,Little Flower Playground,M,1,A, Under Tree Just Outside Playground,Active
-73.94712527,40.81130629,yes,St. Nicholas Playground South,M,1,A, In Playground Near Ballfield,Active
-73.80724872,40.74948771,no,Kissena Park,Q,1,D, Under Tree In Playground,Active
-73.98217637,40.72663362,no,Tompkins Square Park,M,1,O,ther In Shade Near Ballfield Just Outside Playground,Active
-73.74317445,40.68948083,no,Cambria Playground,Q,1,A, Near Ballfield,Active
-73.95745006,40.69004193,yes,Lafayette Gardens Playground,B,1,A, Under Tree In Playground,Active
-73.97032582,40.65006572,no,Parade Ground,B,1,A, Out in Open Near Ballfield,Active
-73.82385677,40.72177889,no,Queens Valley Playground,Q,1,D, In Playground,Active
-74.08535304,40.64254461,no,Davis Playground,R,1,C, In Playground,Active
-73.99324807,40.76809681,no,De Witt Clinton Park,M,1,D, Near Ballfield,Active
-73.89862246,40.617795,no,McGuire Fields,B,1,C, Near Ballfield Out in Open,Active
-73.97577255,40.66016517,,Prospect Park,B,1,E,Wheelchair Dog,Active
-73.9054095,40.6616098,yes,Nehemiah Park,B,1,C, Under Tree In Shade,Active
-73.98046321,40.63841952,no,Dome Playground,B,2,F,High Low In Playground Out in Open,Active
-73.83648241,40.74709742,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-74.01292814,40.61228812,no,Dyker Beach Park,B,1,A, Near Ballfield,Active
-74.11028736,40.64348416,yes,Walker Park,R,1,A, Just Outside Playground,Active
-73.92302252,40.8284634,yes,Joyce Kilmer Park,X,1,E,Wheelchair Under Tree In Shade,Active
-73.92641816,40.60602001,yes,Marine Park,B,1,A, Near Ballfield,Active
-73.74135554,40.74231521,no,Alley Pond Park,Q,1,O,ther In Shade Just Outside Playground,Active
-73.95259536,40.79423677,yes,Central Park,M,1,E,Wheelchair Out in Open,Active
-73.92037798,40.6800538,no,Carver Playground,B,1,C, Near Ballfield In Playground,Active
-73.95452915,40.65653032,no,Parkside Playground,B,1,D, In Playground,Active
-73.89347431,40.87575188,no,Harris Park,X,1,D, Out in Open Near Ballfield,Active
-73.8718276,40.76558804,no,East Elmhurst Playground,Q,1,D, Under Tree In Playground,Active
-73.86075185,40.72063426,yes,The Painter's Playground,Q,1,A, Out in Open Just Outside Playground,Active
-74.0207383,40.60708836,no,Dyker Beach Park,B,1,A, Near Ballfield,Active
-73.99461515,40.71613974,yes,Sara D. Roosevelt Park,M,1,E,Wheelchair Under Tree Near Ballfield,Active
-73.9639506,40.7894192,no,Central Park,M,1,O,ther Out in Open,Active
-73.91974458,40.67568159,yes,South Pacific Playground,B,1,C, Out in Open,Active
-73.98781066,40.6843755,no,Nicholas Naquan Heyward Jr. Park,B,2,B,ottle Filler High Low Out in Open,Active
-74.10703153,40.61828317,,Clove Lakes Park,R,1,O,ther Out in Open,Active
-73.87780672,40.8345126,yes,Playground 174,X,1,A, Under Tree In Playground,Active
-73.98578551,40.67285676,yes,Washington Park,B,2,E,Wheelchair Child In Playground,Active
-73.84584063,40.74548142,yes,Flushing Meadows Corona Park,Q,1,A, Out in Open,Active
-74.09146476,40.56766523,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Out in Open,Active
-73.91109032,40.61127512,no,Lindower Park,B,1,C, Under Tree Near Ballfield,Active
-73.81746895,40.74609589,no,Kissena Corridor Park,Q,1,C, Under Tree Near Ballfield,Active
-73.81627708,40.72979559,no,Vleigh Playground,Q,1,A, In Playground,Active
-74.07772388,40.57885667,no,Franklin D. Roosevelt Boardwalk and Beach,R,1,E,Wheelchair Out in Open,Active
-73.90164702,40.82586974,no,Behagen Playground,X,1,D, Near Ballfield Out in Open,Active
-73.97828818,40.73989282,yes,Bellevue South Park,M,1,B,ottle Filler Near Ballfield,Active
-73.97383552,40.73049861,yes,Murphy Brothers Playground,M,1,A, Under Tree Near Ballfield In Playground,Active
-73.99542258,40.70103054,,Squibb Park,B,1,C,S Concrete Out in Open,Active
-73.99677952,40.69022294,,Neighborhood Parks,B,1,C, In Playground,Active
-73.92802644,40.70077517,no,Fermi Playground,B,1,A, Near Ballfield,Active
-73.94839232,40.75568622,no,Queensbridge Park,Q,1,C, Near Ballfield,Active
-73.84890582,40.74315191,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.96025707,40.81986879,no,West Harlem Piers,M,1,O,ther Under Tree,Active
-73.84652907,40.78555019,no,College Point Park,Q,1,C, Under Tree,Active
-74.01656681,40.71681751,yes,Battery Park City,M,1,P,edestal Under Tree Near Ballfield In Playground,Active
-73.96871929,40.78970297,yes,Sol Bloom Playground,M,1,D, Under Tree In Shade Near Ballfield In Playground,Active
-74.0002448,40.71575564,yes,Columbus Park,M,2,E,Wheelchair Child Under Tree Near Ballfield,Active
-73.96536639,40.7757214,yes,Central Park,M,2,E,Wheelchair Child In Playground,Active
-73.95651214,40.78764088,yes,Central Park,M,2,E,High Low In Playground Out in Open,Active
-74.14585604,40.6232528,yes,Markham Playground,R,1,A, Near Ballfield,Active
-73.82520201,40.79589653,no,Francis Lewis Park,Q,1,A, Under Tree,Active
-73.87980468,40.72932937,no,Crowley Playground,Q,1,C,S Metal In Playground,Active
-73.91316444,40.68153031,no,Marion Hopkinson Playground,B,1,C, Out in Open,Active
-73.85046863,40.82357315,yes,P.O. Serrano Playground,X,1,E,Wheelchair In Playground,Active
-73.98817171,40.5721859,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.99114052,40.69727298,yes,Cadman Plaza Park,B,1,E,Wheelchair Out in Open Under Tree,Active
-73.91411832,40.84484605,no,Jerome Playground South,X,1,A, Out in Open,Active
-73.99368395,40.76852114,yes,De Witt Clinton Park,M,1,A, Near Ballfield,Active
-73.94662258,40.82074145,yes,St. Nicholas Park,M,1,A, In Playground Near Ballfield,Active
-73.91381058,40.64892637,yes,Railroad Playground,B,1,B, Under Tree In Shade Out in Open In Playground,Active
-73.83849974,40.74635539,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.76856005,40.73606737,no,Cunningham Park,Q,1,A, Near Ballfield Out in Open,Active
-73.89044369,40.83732954,no,Crotona Park,X,1,A, Out in Open In Playground,Active
-73.8211662,40.69473655,no,"Phil ""Scooter"" Rizzuto Park",Q,1,A, Out in Open,Active
-73.93469298,40.82446995,yes,Frederick Johnson Playground,M,1,A, Near Ballfield,Active
-73.93613708,40.81976835,yes,Col. Young Playground,M,1,A, Under Tree Near Ballfield In Playground,Active
-73.95272119,40.72297491,no,McCarren Park,B,1,E,Wheelchair Out in Open,Active
-73.85827884,40.69872678,,Forest Park,Q,1,E,Wheelchair Out in Open,Active
-73.91570277,40.88542555,no,Seton Park,X,1,D, Out in Open,Active
-73.80186391,40.5864089,no,Rockaway Beach Boardwalk,Q,1,E,Wheelchair In Playground,Active
-73.85165777,40.72420627,no,Russell Sage Playground,Q,1,C, Out in Open In Playground,Active
-74.01976316,40.65241013,yes,Bush Terminal Park,B,1,E,Wheelchair Near Ballfield,Active
-73.94465818,40.78287047,no,Stanley Isaacs Playground,M,1,A, Under Tree,Active
-73.99971018,40.71452899,yes,Columbus Park,M,1,A, Under Tree Near Ballfield Just Outside Playground,Active
-73.91863032,40.69504773,no,Heckscher Playground,B,1,O,ther Just Outside Playground,Active
-73.91973901,40.88064399,yes,Henry Hudson Park,X,1,D, Out in Open In Shade,Active
-73.90792101,40.83777143,yes,Claremont Park,X,1,A, In Shade Under Tree In Playground,Active
-73.80122833,40.7155803,no,Joseph Austin Playground,Q,1,A, In Playground,Active
-73.88741523,40.6347769,no,Bayview Playground,B,1,C, Under Tree Out in Open In Playground,Active
-73.93580609,40.59241271,yes,Yak Playground,B,1,C,S Concrete In Playground,Active
-74.10059057,40.62747284,yes,Silver Lake Park,R,1,A, Near Ballfield,Active
-73.98163999,40.72550611,yes,Tompkins Square Park,M,1,A, In Playground,Active
-74.00171028,40.69289836,,Brooklyn Bridge Park,B,1,B,ottle Filler Fountain Out in Open,Active
-73.83995132,40.88515102,yes,Stars & Stripes Playground,X,1,C, Under Tree In Shade,Active
-73.88540388,40.87880034,no,Risse Street Park,X,1,O,ther Out in Open,Active
-73.77676897,40.72975666,no,Cunningham Park,Q,1,C, Near Ballfield Out in Open,Active
-73.9994771,40.59189694,,Brooklyn Bay Center,B,1,F,Dog Out in Open,Active
-73.87395157,40.67868201,no,City Line Park,B,1,C, Under Tree In Playground,Active
-73.93427142,40.67407363,yes,St. John's Recreation Center,B,1,C, Under Tree,Active
-73.96687797,40.71649851,yes,Grand Ferry Park,B,1,E,Wheelchair Under Tree In Shade,Active
-73.85626654,40.76074783,yes,Grand Central Parkway Extension,Q,1,B, Under Tree,Active
-73.80917661,40.69048354,yes,Norelli-Hargreaves Playground,Q,1,A, In Playground,Active
-73.94489582,40.61461622,no,Pfc Norton Playground,B,1,C, In Playground,Active
-74.20868716,40.53343229,yes,Bloomingdale Park,R,1,D, Near Ballfield,Active
-73.89519997,40.62916308,yes,Canarsie Park,B,1,A, Near Ballfield Out in Open,Active
-73.99760819,40.73160812,yes,Washington Square Park,M,1,E,Wheelchair In Playground,Active
-73.92917804,40.67471815,yes,Woods Playground,B,1,C, Just Outside Playground Under Tree,Active
-73.75927055,40.59960247,no,Grassmere Playground,Q,2,B,ottle Filler High Low In Playground,Active
-74.07412072,40.5786642,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,C, Out in Open,Active
-73.8566187,40.71423414,no,Ian Maclennan Garden,Q,1,B, Out in Open,Active
-73.97513399,40.79717331,no,Riverside Park,M,1,B, Under Tree,Active
-73.9764108,40.71289871,yes,John V. Lindsay East River Park,M,1,E,Wheelchair Near Ballfield In Playground,Active
-73.89876859,40.72514174,no,Whitefish Triangle,Q,1,C, Under Tree,Active
-73.96585803,40.66165103,no,Prospect Park,B,1,E,Wheelchair In Shade,Active
-74.07912442,40.62267715,no,Stapleton Playground,R,1,C,S Metal In Playground,Active
-74.04060722,40.62817752,no,Shore Park and Parkway,B,1,A, Near Ballfield,Active
-73.85122797,40.79346217,no,Macneil Park,Q,1,C, In Playground,Active
-74.00381708,40.70789503,yes,Pearl St Playground,M,2,E,Wheelchair Child Out in Open,Active
-73.94320457,40.79297087,no,Poor Richard's Playground,M,1,C, Under Tree In Playground Near Ballfield,Active
-73.95984196,40.79201083,no,Central Park,M,1,B, Near Ballfield Under Tree In Shade,Active
-73.97531937,40.7256163,,Dry Dock Playground,M,1,C, Under Tree In Playground,Active
-74.00439943,40.67304795,yes,Red Hook Recreation Area,B,1,A, Out in Open,Active
-73.90440943,40.67837238,yes,Callahan-Kelly Playground,B,1,E,Wheelchair Out in Open,Active
-73.92265881,40.74721251,no,Torsney Playground,Q,1,A, Under Tree In Playground,Active
-73.9594644,40.7907583,no,Central Park,M,1,B, Out in Open,Active
-73.92427327,40.79318782,no,Randall's Island Park,M,2,E,Wheelchair Child Out in Open,Active
-73.89897733,40.61982019,no,McGuire Fields,B,1,D, Near Ballfield Out in Open,Active
-73.93446937,40.79974557,yes,Wagner Playground,M,1,E,Wheelchair Near Ballfield,Active
-73.88122415,40.8899827,,Van Cortlandt Park,X,1,D,,Active
-73.91439419,40.67528809,yes,Saratoga Ballfields,B,2,B,ottle Filler High Low Out in Open,Active
-73.93504336,40.76265194,,Ravenswood Playground,Q,1,A, Near Ballfield Under Tree,Active
-73.91702701,40.80943329,yes,People's Park,X,1,B, Out in Open In Playground,Active
-73.82895883,40.57949974,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-73.79326439,40.86748107,yes,Pelham Bay Park,X,1,A, Under Tree,Active
-73.89062541,40.87628174,no,Harris Park,X,1,D, Near Ballfield Out in Open,Active
-73.76171982,40.59259417,no,Beach 30th Street Playground,Q,1,D, In Playground,Active
-73.78146735,40.70888206,yes,Harvard Playground,Q,1,A, Out in Open,Active
-73.94650815,40.84864344,yes,Fort Washington Park,M,1,A, Out in Open In Playground,Active
-74.00521734,40.73746175,yes,Abingdon Square,M,1,E,Wheelchair Under Tree,Active
-73.80685861,40.78304172,no,Clintonville Playground,Q,1,D, Under Tree,Active
-73.94737153,40.70565969,no,Sternberg Park,B,1,C, Under Tree In Shade In Playground,Active
-73.98018096,40.71965761,no,Hamilton Fish Park,M,1,B, Out in Open,Active
-73.94432435,40.82915849,no,Carmansville Park,M,1,C,S Metal In Playground Near Ballfield,Active
-74.01990061,40.64568179,no,Martin Luther Playground,B,1,D, In Playground,Active
-74.09936517,40.61324638,no,Terrace Playground,R,1,D, Out in Open,Active
-73.87263755,40.732445,,Hoffman Park,Q,1,A, Under Tree In Shade Out in Open Near Ballfield,Active
-73.78196738,40.79051762,yes,Little Bay Park,Q,1,E,Wheelchair Out in Open,Active
-73.97435316,40.66250099,no,Prospect Park,B,1,B, Out in Open Near Ballfield,Active
-73.82156302,40.66566154,no,Lefferts Playground,Q,1,E,Wheelchair In Playground,Active
-73.97141198,40.66553533,,Prospect Park,B,1,C,S Metal,Active
-73.97908453,40.69753484,yes,Commodore Barry Park,B,1,A, Under Tree Just Outside Playground Out in Open,Active
-73.87698567,40.8785898,no,Williamsbridge Oval,X,1,C, Under Tree In Playground,Active
-73.76487548,40.73870446,no,Cunningham Park,Q,1,D, Out in Open,Active
-74.01642544,40.62629859,no,McKinley Park,B,1,A, In Playground,Active
-73.73991365,40.74142439,no,Alley Pond Park,Q,1,A, Out in Open,Active
-73.95885366,40.76517523,no,St. Catherine's Park,M,2,E,Wheelchair Child Under Tree,Active
-73.97718437,40.76714494,no,Central Park,M,1,B, Out in Open,Active
-73.97869089,40.67684737,no,Park Slope Playground,B,1,A, In Playground,Active
-73.85441681,40.70121573,,Forest Park,Q,1,A, Under Tree,Active
-73.79471967,40.86449723,yes,Pelham Bay Park,X,1,A, Out in Open,Active
-73.96590402,40.67191429,yes,Mount Prospect Park,B,1,C, Under Tree In Playground,Active
-73.75811305,40.70004664,yes,Daniel M. O'Connell Playground,Q,1,A, Out in Open,Active
-73.88807157,40.80599732,yes,Barretto Point Park,X,2,B,ottle Filler High Low Just Outside Playground,Active
-73.85518597,40.75489422,no,Louis Armstrong Playground,Q,1,O,ther Just Outside Playground,Active
-73.90135635,40.71837817,yes,Reiff Playground,Q,1,C, In Shade Near Ballfield,Active
-73.8915411,40.85081836,no,Quarry Ballfields,X,1,D, Near Ballfield Out in Open,Active
-73.91171295,40.82087371,yes,Flynn Playground,X,1,A, Out in Open In Playground,Active
-73.93458611,40.80794734,no,Harlem River Park,M,1,C, Under Tree In Shade,Active
-73.95612049,40.81006461,yes,Morningside Park,M,2,E,Wheelchair Child In Playground,Active
-74.01882855,40.60468177,no,Dyker Beach Park,B,1,A, Near Ballfield,Active
-73.84363428,40.76317241,no,Flushing Meadows Corona Park,Q,1,O,ther Out in Open,Active
-74.15625158,40.60693157,yes,Willowbrook Park,R,1,A, Near Ballfield,Active
-73.89089416,40.8253632,yes,Benjamin Gladstone Square,X,1,A, Under Tree,Active
-73.94157016,40.83165671,no,Wright Brothers Playground,M,1,C,S Metal In Playground,Active
-73.9349326,40.77718953,no,Whitey Ford Field,Q,1,A, Near Ballfield,Active
-73.89516366,40.89684671,no,Van Cortlandt Park,X,1,C, Out in Open,Active
-73.76627101,40.72543408,no,McLaughlin Playground,Q,1,C, In Playground,Active
